"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"A26","x",1,0.991,0.9876,0.038,2,0.144
"A26","k",1,0.9533,0.9426,0.0943,3,0.216
"A26","i",1,0.9532,0.9425,0.0944,4,0.288
"A26","r",1,0.952,0.9411,0.0958,5,0.36
"A26","g",1,0.9517,0.9408,0.0961,6,0.433
"A26","q",1,0.9442,0.9322,0.1046,7,0.505
"A26","s",1,0.7426,0.718,0.26,8,0.577
"A26","t",1,0.7424,0.7178,0.2601,9,0.649
"A26","l",1,0.7335,0.7088,0.2618,10,0.721
"A26","e",1,0.6943,0.6689,0.2691,11,0.793
"A26","n",1,0.5507,0.5259,0.2812,12,0.865
"A26","o",0,0.5064,0.4824,0.2805,13,0.937
"A26","w",0,0.4973,0.4735,0.2801,14,1.009
"A26","v",0,0.4972,0.4735,0.2801,15,1.081
"A26","p",1,0.495,0.4712,0.28,16,1.154
"A26","m",0,0.4508,0.4283,0.2769,17,1.226
"A26","c",0,0.4506,0.428,0.2769,18,1.298
"A26","h",0,0.4391,0.4169,0.2757,19,1.37
"A26","z",0,0.3056,0.2884,0.2519,20,1.442
"A26","u",0,0.3041,0.287,0.2515,21,1.514
"A26","j",0,0.1048,0.0981,0.1644,22,1.586
"A26","f",0,0.0014,0.0013,0.0201,23,1.658
"A26","b",0,2e-04,2e-04,0.0075,24,1.73
"A27","o",1,1,1,2e-04,1,0.068
"A27","u",1,0.9992,0.9999,0.0018,2,0.137
"A27","s",1,0.9943,0.9992,0.0076,3,0.205
"A27","n",1,0.9466,0.9826,0.047,4,0.273
"A27","y",1,0.7938,0.8872,0.1584,5,0.341
"A27","t",1,0.7557,0.8575,0.1853,6,0.41
"A27","l",1,0.7556,0.8573,0.1854,7,0.478
"A27","m",1,0.6671,0.7814,0.235,8,0.546
"A27","v",0,0.592,0.7104,0.2675,9,0.615
"A27","z",0,0.592,0.7104,0.2675,10,0.683
"A27","h",0,0.5872,0.7057,0.2693,11,0.751
"A27","r",1,0.4616,0.5751,0.3045,12,0.82
"A27","g",1,0.4614,0.5748,0.3046,13,0.888
"A27","i",1,0.4268,0.5366,0.31,14,0.956
"A27","b",1,0.4228,0.5322,0.3104,15,1.024
"A27","a",1,0.4089,0.5165,0.312,16,1.093
"A27","d",1,0.4083,0.5158,0.312,17,1.161
"A27","x",0,0.3865,0.491,0.3137,18,1.229
"A27","j",0,0.3525,0.4516,0.3145,19,1.298
"A27","w",0,0.3387,0.4354,0.3142,20,1.366
"A27","k",0,0.2251,0.297,0.2955,21,1.434
"A27","q",0,0.0534,0.073,0.1722,22,1.503
"A27","e",0,0.0487,0.0667,0.1653,23,1.571
"A27","f",0,0.0478,0.0655,0.1639,24,1.639
"A27","p",0,0.0147,0.0202,0.0936,25,1.707
"A27","c",0,0.0047,0.0065,0.0536,26,1.776
"A28","y",1,1,0.9999,0.0033,1,0.068
"A28","s",1,0.9993,0.9972,0.0184,2,0.136
"A28","x",1,0.9919,0.9791,0.0537,3,0.204
"A28","r",1,0.9655,0.9329,0.106,4,0.272
"A28","p",1,0.959,0.9229,0.1153,5,0.34
"A28","w",1,0.959,0.9229,0.1153,6,0.407
"A28","n",1,0.9493,0.9086,0.128,7,0.475
"A28","v",1,0.8609,0.7947,0.2142,8,0.543
"A28","j",1,0.8264,0.7547,0.2407,9,0.611
"A28","q",1,0.8199,0.7473,0.2454,10,0.679
"A28","z",1,0.8199,0.7473,0.2454,11,0.747
"A28","g",1,0.8095,0.7357,0.2527,12,0.815
"A28","o",1,0.7081,0.6277,0.2972,13,0.883
"A28","h",1,0.6845,0.6038,0.296,14,0.951
"A28","f",1,0.5694,0.4914,0.2898,15,1.019
"A28","k",0,0.4481,0.3794,0.2743,16,1.086
"A28","m",0,0.4407,0.3727,0.273,17,1.154
"A28","l",0,0.3427,0.2859,0.2517,18,1.222
"A28","u",0,0.3352,0.2794,0.2497,19,1.29
"A28","i",0,0.3023,0.2509,0.2403,20,1.358
"A28","d",0,0.2916,0.2417,0.2371,21,1.426
"A28","b",0,0.2816,0.2331,0.2339,22,1.494
"A28","t",0,0.2082,0.1709,0.2067,23,1.562
"A28","c",0,0.1497,0.1221,0.1789,24,1.63
"A28","a",0,0.1398,0.1138,0.1734,25,1.698
"A28","e",0,0.1394,0.1135,0.1732,26,1.765
"A29","x",1,1,1,0.0017,1,0.067
"A29","t",1,1,0.9999,0.0032,2,0.134
"A29","m",1,0.9342,0.9079,0.1152,3,0.201
"A29","w",1,0.9342,0.9078,0.1152,4,0.267
"A29","p",1,0.9341,0.9077,0.1153,5,0.334
"A29","k",1,0.9254,0.8972,0.1237,6,0.401
"A29","j",1,0.8607,0.8222,0.1786,7,0.468
"A29","v",1,0.8607,0.8222,0.1786,8,0.535
"A29","s",1,0.8431,0.8027,0.1918,9,0.602
"A29","y",1,0.8431,0.8027,0.1918,10,0.668
"A29","a",1,0.8325,0.7911,0.1994,11,0.735
"A29","z",1,0.7949,0.7505,0.2187,12,0.802
"A29","g",1,0.7021,0.6539,0.2318,13,0.869
"A29","q",1,0.6671,0.6185,0.2349,14,0.936
"A29","o",0,0.5919,0.5441,0.2379,15,1.003
"A29","l",0,0.4526,0.4102,0.2313,16,1.069
"A29","e",0,0.4333,0.3921,0.2292,17,1.136
"A29","h",0,0.4245,0.3838,0.2281,18,1.203
"A29","r",0,0.3713,0.3341,0.2204,19,1.27
"A29","n",0,0.3692,0.3322,0.22,20,1.337
"A29","b",0,0.2848,0.2545,0.2024,21,1.404
"A29","c",0,0.241,0.2146,0.1903,22,1.47
"A29","u",0,0.2029,0.1802,0.1778,23,1.537
"A29","f",0,0.1678,0.1487,0.1643,24,1.604
"A29","i",0,0.1019,0.0899,0.1317,25,1.671
"A3","w",1,0.9998,0.9999,0.0031,1,0.063
"A3","y",1,0.9952,0.9958,0.0189,2,0.127
"A3","i",1,0.9928,0.9937,0.0238,3,0.19
"A3","v",1,0.9718,0.9744,0.0543,4,0.254
"A3","x",1,0.9718,0.9744,0.0543,5,0.317
"A3","n",1,0.9717,0.9742,0.0546,6,0.381
"A3","z",1,0.9657,0.9686,0.0616,7,0.444
"A3","m",1,0.8887,0.895,0.1336,8,0.508
"A3","r",1,0.7482,0.7572,0.2245,9,0.571
"A3","f",1,0.5848,0.5943,0.2591,10,0.635
"A3","s",0,0.575,0.5844,0.2601,11,0.698
"A3","t",0,0.5748,0.5842,0.2601,12,0.762
"A3","b",1,0.5589,0.5683,0.2615,13,0.825
"A3","l",0,0.5514,0.5608,0.2621,14,0.889
"A3","h",0,0.5493,0.5586,0.2622,15,0.952
"A3","j",0,0.5446,0.5539,0.2626,16,1.015
"A3","p",0,0.4708,0.4795,0.2643,17,1.079
"A3","u",0,0.4116,0.4198,0.2614,18,1.142
"A3","k",0,0.3881,0.396,0.2591,19,1.206
"A3","c",0,0.3833,0.3911,0.2586,20,1.269
"A3","g",0,0.3833,0.3911,0.2586,21,1.333
"A3","e",0,0.382,0.3897,0.2584,22,1.396
"A3","q",0,0.335,0.3421,0.2516,23,1.46
"A3","d",0,0.2677,0.2737,0.2366,24,1.523
"A3","o",0,0.1387,0.1421,0.1856,25,1.587
"A3","a",0,1e-04,1e-04,0.0049,26,1.65
"A30","t",1,0.9993,0.9891,0.0447,1,0.089
"A30","m",1,0.994,0.9576,0.0915,2,0.178
"A30","r",1,0.9852,0.9257,0.1249,3,0.267
"A30","s",1,0.9584,0.8595,0.1804,4,0.356
"A30","y",1,0.9384,0.821,0.2084,5,0.444
"A30","w",1,0.9377,0.8198,0.2093,6,0.533
"A30","k",1,0.9354,0.8157,0.2121,7,0.622
"A30","n",1,0.9235,0.7953,0.226,8,0.711
"A30","j",1,0.8302,0.6653,0.3062,9,0.8
"A30","d",1,0.8265,0.6608,0.3088,10,0.889
"A30","z",1,0.8214,0.6548,0.3122,11,0.978
"A30","f",1,0.8065,0.6371,0.3221,12,1.067
"A30","u",1,0.7805,0.6078,0.3381,13,1.156
"A30","x",0,0.1972,0.1268,0.2033,14,1.245
"A30","p",0,0.1942,0.1248,0.2018,15,1.333
"A30","e",0,0.1817,0.1164,0.1953,16,1.422
"A30","h",0,0.1705,0.109,0.1894,17,1.511
"A30","o",0,0.1497,0.0953,0.1777,18,1.6
"A30","v",0,0.1456,0.0925,0.1753,19,1.689
"A30","a",0,0.1431,0.0909,0.1738,20,1.778
"A30","q",0,0.1418,0.0901,0.173,21,1.867
"A30","c",0,0.1318,0.0836,0.1669,22,1.956
"A30","g",0,0.0683,0.0427,0.1206,23,2.045
"A30","i",0,0.055,0.0343,0.1084,24,2.134
"A30","l",0,0.0416,0.0259,0.0944,25,2.222
"A30","b",0,0.0038,0.0024,0.0287,26,2.311
"A31","r",1,1,0.9976,0.0186,1,0.078
"A31","v",1,1,0.9976,0.0186,2,0.155
"A31","w",1,1,0.9976,0.0186,3,0.233
"A31","y",1,1,0.9976,0.0186,4,0.311
"A31","z",1,1,0.9976,0.0186,5,0.389
"A31","s",1,0.9998,0.9894,0.039,6,0.466
"A31","o",1,0.9896,0.9082,0.1235,7,0.544
"A31","g",1,0.9837,0.8838,0.1415,8,0.622
"A31","t",1,0.8252,0.5981,0.3074,9,0.699
"A31","c",1,0.81,0.5802,0.3164,10,0.777
"A31","f",1,0.6328,0.4076,0.2568,11,0.855
"A31","n",1,0.6316,0.4066,0.2564,12,0.932
"A31","j",1,0.6271,0.4029,0.255,13,1.01
"A31","q",0,0.5867,0.3698,0.2429,14,1.088
"A31","x",0,0.5867,0.3698,0.2429,15,1.166
"A31","h",0,0.5434,0.3361,0.2312,16,1.243
"A31","u",1,0.4627,0.2773,0.2104,17,1.321
"A31","d",1,0.4474,0.2666,0.2065,18,1.399
"A31","k",0,0.4119,0.2423,0.1973,19,1.476
"A31","m",0,0.4119,0.2423,0.1973,20,1.554
"A31","i",0,0.407,0.239,0.1961,21,1.632
"A31","l",0,0.3734,0.2168,0.1873,22,1.709
"A31","p",0,0.2242,0.1243,0.1438,23,1.787
"A31","a",0,0.0164,0.0086,0.0387,24,1.865
"A31","e",0,0.0049,0.0026,0.0211,25,1.943
"A31","b",0,0.0048,0.0025,0.0208,26,2.02
"A32","y",1,0.992,0.9853,0.0436,1,0.066
"A32","s",1,0.9707,0.9544,0.0843,2,0.131
"A32","o",1,0.9698,0.9532,0.0856,3,0.197
"A32","t",1,0.9677,0.9504,0.0887,4,0.263
"A32","k",1,0.9643,0.9459,0.0935,5,0.329
"A32","w",1,0.9627,0.9437,0.0958,6,0.394
"A32","x",1,0.9627,0.9437,0.0958,7,0.46
"A32","n",1,0.8967,0.8627,0.1673,8,0.526
"A32","h",1,0.8901,0.8551,0.1732,9,0.592
"A32","e",1,0.842,0.801,0.213,10,0.657
"A32","p",1,0.5868,0.5385,0.2933,11,0.723
"A32","m",1,0.5655,0.5177,0.2929,12,0.789
"A32","v",0,0.5623,0.5146,0.2928,13,0.855
"A32","r",1,0.5374,0.4905,0.2918,14,0.92
"A32","u",0,0.5321,0.4854,0.2915,15,0.986
"A32","j",0,0.53,0.4834,0.2914,16,1.052
"A32","q",0,0.5282,0.4817,0.2913,17,1.118
"A32","z",0,0.5279,0.4814,0.2913,18,1.183
"A32","a",1,0.5072,0.4615,0.2899,19,1.249
"A32","l",0,0.4993,0.454,0.2892,20,1.315
"A32","c",1,0.4815,0.4371,0.2875,21,1.38
"A32","d",0,0.4094,0.3691,0.2777,22,1.446
"A32","g",0,0.1193,0.1052,0.1732,23,1.512
"A32","b",0,0.0946,0.0833,0.1558,24,1.578
"A32","i",0,0.0736,0.0647,0.1386,25,1.643
"A32","f",0,0.0503,0.0442,0.1157,26,1.709
"A33","q",1,1,0.9999,0.0025,1,0.063
"A33","w",1,1,0.9999,0.0025,2,0.125
"A33","x",1,1,0.9999,0.0025,3,0.188
"A33","y",1,1,0.9999,0.0025,4,0.25
"A33","o",1,0.9989,0.9964,0.018,5,0.313
"A33","v",1,0.9496,0.9145,0.1114,6,0.375
"A33","s",1,0.8915,0.8393,0.1683,7,0.438
"A33","t",1,0.8899,0.8374,0.1696,8,0.5
"A33","p",1,0.8407,0.7796,0.2082,9,0.563
"A33","l",1,0.8384,0.777,0.2099,10,0.625
"A33","u",1,0.7104,0.6395,0.2428,11,0.688
"A33","g",1,0.6584,0.587,0.2446,12,0.751
"A33","r",0,0.6464,0.5751,0.2448,13,0.813
"A33","z",0,0.6464,0.5751,0.2448,14,0.876
"A33","m",0,0.645,0.5737,0.2448,15,0.938
"A33","i",0,0.6437,0.5724,0.2448,16,1.001
"A33","n",1,0.604,0.5336,0.2445,17,1.063
"A33","f",0,0.5389,0.4713,0.2416,18,1.126
"A33","h",0,0.5389,0.4713,0.2416,19,1.188
"A33","k",1,0.5242,0.4574,0.2405,20,1.251
"A33","c",1,0.4652,0.4026,0.2347,21,1.313
"A33","b",1,0.355,0.303,0.2171,22,1.376
"A33","d",0,0.2418,0.2038,0.1884,23,1.439
"A33","e",0,0.1974,0.1656,0.1733,24,1.501
"A33","a",0,0.1949,0.1634,0.1723,25,1.564
"A33","j",0,0.1695,0.1418,0.1623,26,1.626
"A34","j",1,1,0.9998,0.0038,1,0.069
"A34","s",1,1,0.9998,0.0038,2,0.138
"A34","v",1,1,0.9998,0.0038,3,0.207
"A34","y",1,1,0.9998,0.0038,4,0.276
"A34","w",1,0.9604,0.9137,0.1109,5,0.345
"A34","l",1,0.9595,0.9121,0.1121,6,0.414
"A34","u",1,0.9595,0.9121,0.1121,7,0.483
"A34","p",1,0.9253,0.8603,0.1511,8,0.552
"A34","n",1,0.904,0.831,0.1713,9,0.622
"A34","q",1,0.8857,0.8072,0.1871,10,0.691
"A34","z",1,0.6727,0.5715,0.2414,11,0.76
"A34","t",1,0.6331,0.5327,0.2396,12,0.829
"A34","f",1,0.5575,0.4613,0.2342,13,0.898
"A34","i",1,0.5575,0.4613,0.2342,14,0.967
"A34","k",0,0.5416,0.4467,0.2326,15,1.036
"A34","d",0,0.5406,0.4458,0.2325,16,1.105
"A34","r",1,0.5179,0.4251,0.2301,17,1.174
"A34","g",1,0.503,0.4116,0.2283,18,1.243
"A34","c",1,0.3996,0.321,0.2126,19,1.312
"A34","b",1,0.3442,0.2739,0.2015,20,1.381
"A34","x",0,0.3285,0.2608,0.198,21,1.45
"A34","o",0,0.288,0.2272,0.188,22,1.519
"A34","m",0,0.2143,0.1672,0.166,23,1.588
"A34","h",0,0.1697,0.1316,0.1498,24,1.657
"A34","a",0,0.096,0.0737,0.115,25,1.726
"A34","e",0,0.0396,0.0302,0.0749,26,1.796
"A35","k",1,1,1,0.002,1,0.072
"A35","y",1,1,1,0.002,2,0.145
"A35","w",1,0.9985,0.9973,0.0202,3,0.217
"A35","t",1,0.9649,0.9527,0.0983,4,0.289
"A35","c",1,0.9601,0.9468,0.1053,5,0.361
"A35","o",1,0.957,0.9432,0.1095,6,0.434
"A35","r",1,0.9543,0.9399,0.1133,7,0.506
"A35","v",1,0.7188,0.6852,0.3162,8,0.578
"A35","q",1,0.7083,0.6745,0.3229,9,0.65
"A35","z",1,0.6846,0.6505,0.3376,10,0.723
"A35","g",1,0.6846,0.6505,0.3376,11,0.795
"A35","i",1,0.6846,0.6505,0.3376,12,0.867
"A35","f",1,0.6758,0.6417,0.3429,13,0.939
"A35","b",1,0.6622,0.628,0.351,14,1.012
"A35","n",0,0.3378,0.3131,0.3232,15,1.084
"A35","p",0,0.3333,0.3088,0.3219,16,1.156
"A35","s",0,0.3274,0.3032,0.3201,17,1.229
"A35","m",0,0.3014,0.2787,0.3118,18,1.301
"A35","x",0,0.3014,0.2787,0.3118,19,1.373
"A35","h",0,0.3014,0.2787,0.3118,20,1.445
"A35","e",0,0.288,0.2662,0.3071,21,1.518
"A35","a",0,0.2832,0.2616,0.3054,22,1.59
"A35","j",0,0.0566,0.0517,0.1524,23,1.662
"A35","u",0,0.0566,0.0517,0.1524,24,1.734
"A35","l",0,0.0541,0.0495,0.1492,25,1.807
"A35","d",0,0.0357,0.0326,0.122,26,1.879
"A36","y",1,1,1,8e-04,1,0.059
"A36","q",1,0.9754,0.9745,0.0484,2,0.119
"A36","u",1,0.9362,0.9346,0.0886,3,0.178
"A36","m",1,0.916,0.9142,0.1062,4,0.238
"A36","p",1,0.916,0.9142,0.1062,5,0.297
"A36","r",1,0.8746,0.8723,0.1392,6,0.356
"A36","w",1,0.8399,0.8373,0.1646,7,0.416
"A36","o",1,0.7996,0.7967,0.1824,8,0.475
"A36","v",1,0.7996,0.7967,0.1824,9,0.534
"A36","x",1,0.7996,0.7967,0.1824,10,0.594
"A36","h",1,0.7381,0.7349,0.1998,11,0.653
"A36","n",1,0.7207,0.7176,0.2037,12,0.713
"A36","k",1,0.7111,0.7079,0.2057,13,0.772
"A36","c",1,0.7089,0.7057,0.2062,14,0.831
"A36","t",0,0.7048,0.7016,0.207,15,0.891
"A36","s",0,0.6455,0.6422,0.2167,16,0.95
"A36","i",0,0.5794,0.5762,0.2232,17,1.01
"A36","f",0,0.5487,0.5455,0.2249,18,1.069
"A36","l",0,0.5044,0.5014,0.2257,19,1.128
"A36","z",0,0.464,0.461,0.225,20,1.188
"A36","g",0,0.4137,0.411,0.222,21,1.247
"A36","j",0,0.3398,0.3374,0.2133,22,1.306
"A36","b",0,0.313,0.3107,0.2087,23,1.366
"A36","e",0,0.3034,0.3011,0.2069,24,1.425
"A36","a",0,0.2322,0.2304,0.1899,25,1.485
"A36","d",0,0.103,0.1021,0.1365,26,1.544
"A37","v",1,0.9986,0.9986,0.0112,1,0.064
"A37","w",1,0.9843,0.9848,0.0425,2,0.128
"A37","y",1,0.9726,0.9733,0.0592,3,0.192
"A37","q",1,0.9623,0.9632,0.072,4,0.257
"A37","u",1,0.8949,0.8966,0.1385,5,0.321
"A37","x",1,0.8406,0.8427,0.1825,6,0.385
"A37","h",1,0.8302,0.8324,0.1904,7,0.449
"A37","o",1,0.793,0.7954,0.2175,8,0.513
"A37","r",1,0.7917,0.794,0.2184,9,0.577
"A37","g",1,0.7813,0.7837,0.2257,10,0.641
"A37","m",1,0.7567,0.7592,0.2425,11,0.705
"A37","i",1,0.7484,0.7509,0.2458,12,0.77
"A37","k",1,0.7132,0.7158,0.2566,13,0.834
"A37","p",0,0.5082,0.5107,0.285,14,0.898
"A37","c",1,0.5062,0.5088,0.285,15,0.962
"A37","s",0,0.4967,0.4992,0.2851,16,1.026
"A37","e",1,0.4843,0.4868,0.285,17,1.09
"A37","n",0,0.481,0.4834,0.285,18,1.154
"A37","d",0,0.4305,0.4328,0.2826,19,1.218
"A37","l",0,0.4135,0.4157,0.2811,20,1.283
"A37","z",0,0.3817,0.3838,0.2775,21,1.347
"A37","t",0,0.3578,0.3599,0.2739,22,1.411
"A37","b",0,0.2711,0.2727,0.2542,23,1.475
"A37","j",0,0.1424,0.1434,0.2001,24,1.539
"A37","f",0,0.0172,0.0173,0.0745,25,1.603
"A37","a",0,0.0014,0.0014,0.0216,26,1.667
"A38","v",1,0.9997,0.9998,0.0028,1,0.06
"A38","r",1,0.9235,0.9406,0.0858,2,0.121
"A38","y",1,0.9235,0.9406,0.0858,3,0.181
"A38","x",1,0.9232,0.9403,0.0861,4,0.241
"A38","i",1,0.9232,0.9403,0.0861,5,0.302
"A38","w",1,0.8749,0.8981,0.1236,6,0.362
"A38","n",1,0.8492,0.8748,0.1423,7,0.422
"A38","u",1,0.8045,0.8336,0.1703,8,0.482
"A38","m",1,0.8036,0.8327,0.1707,9,0.543
"A38","q",1,0.7756,0.8064,0.1825,10,0.603
"A38","z",1,0.7031,0.7366,0.2067,11,0.663
"A38","s",1,0.6551,0.6895,0.2187,12,0.724
"A38","k",0,0.639,0.6736,0.2221,13,0.784
"A38","t",1,0.6262,0.6608,0.2246,14,0.844
"A38","o",1,0.5896,0.6241,0.2307,15,0.905
"A38","p",1,0.5783,0.6127,0.2323,16,0.965
"A38","h",1,0.54,0.5739,0.2366,17,1.025
"A38","g",1,0.4648,0.4968,0.2406,18,1.086
"A38","d",1,0.4612,0.493,0.2407,19,1.146
"A38","l",1,0.363,0.3907,0.2363,20,1.206
"A38","b",1,0.3141,0.3392,0.2298,21,1.267
"A38","a",0,0.3132,0.3382,0.2297,22,1.327
"A38","e",0,0.2979,0.3219,0.227,23,1.387
"A38","f",0,0.2636,0.2854,0.2198,24,1.447
"A38","c",0,0.1514,0.1651,0.1814,25,1.508
"A38","j",0,0.1493,0.1627,0.1804,26,1.568
"A39","q",1,1,0.9884,0.0444,1,0.082
"A39","v",1,1,0.9884,0.0444,2,0.164
"A39","w",1,1,0.9884,0.0444,3,0.246
"A39","x",1,1,0.9884,0.0444,4,0.329
"A39","y",1,1,0.9884,0.0444,5,0.411
"A39","z",1,1,0.9884,0.0444,6,0.493
"A39","j",1,0.9678,0.7358,0.2331,7,0.575
"A39","o",1,0.9654,0.7284,0.237,8,0.657
"A39","g",1,0.9288,0.6406,0.2818,9,0.739
"A39","k",1,0.9041,0.5968,0.3031,10,0.821
"A39","r",1,0.8949,0.5821,0.3102,11,0.903
"A39","u",1,0.8826,0.5638,0.3188,12,0.986
"A39","m",1,0.8654,0.5402,0.3299,13,1.068
"A39","i",1,0.5864,0.2897,0.2227,14,1.15
"A39","c",1,0.5737,0.2813,0.2179,15,1.232
"A39","s",0,0.4461,0.2046,0.1777,16,1.314
"A39","n",0,0.4119,0.1859,0.1682,17,1.396
"A39","t",0,0.3824,0.1703,0.1602,18,1.478
"A39","p",0,0.3752,0.1666,0.1582,19,1.56
"A39","l",0,0.3478,0.1526,0.1509,20,1.643
"A39","e",0,0.3159,0.1368,0.1423,21,1.725
"A39","b",0,0.2571,0.1088,0.1262,22,1.807
"A39","h",0,0.1859,0.0766,0.1054,23,1.889
"A39","d",0,0.1027,0.0411,0.0769,24,1.971
"A39","f",0,0.0644,0.0255,0.0604,25,2.053
"A39","a",0,0.0346,0.0135,0.044,26,2.135
"A4","n",1,0.974,0.9977,0.0142,1,0.073
"A4","z",1,0.9698,0.997,0.0165,2,0.146
"A4","k",1,0.7668,0.9108,0.1455,3,0.219
"A4","v",1,0.7034,0.867,0.1881,4,0.292
"A4","w",1,0.6823,0.851,0.2014,5,0.365
"A4","h",1,0.6818,0.8506,0.2017,6,0.438
"A4","l",1,0.6576,0.8312,0.2165,7,0.511
"A4","x",1,0.6523,0.8269,0.2196,8,0.584
"A4","t",0,0.5319,0.7163,0.2832,9,0.657
"A4","q",1,0.5199,0.7041,0.2885,10,0.73
"A4","y",0,0.5194,0.7037,0.2887,11,0.803
"A4","s",0,0.4972,0.6806,0.2981,12,0.876
"A4","o",0,0.48,0.6623,0.3048,13,0.949
"A4","e",1,0.4649,0.6458,0.3104,14,1.022
"A4","r",0,0.3559,0.5182,0.3381,15,1.095
"A4","i",0,0.3272,0.482,0.3413,16,1.168
"A4","g",0,0.293,0.4376,0.3424,17,1.241
"A4","j",0,0.2388,0.3642,0.3372,18,1.314
"A4","u",0,0.1796,0.2801,0.3194,19,1.387
"A4","p",0,0.0439,0.0718,0.189,20,1.46
"A4","a",0,0.0435,0.0712,0.1882,21,1.533
"A4","c",0,0.0389,0.0637,0.179,22,1.606
"A4","f",0,0.0384,0.0629,0.1779,23,1.679
"A4","m",0,0.0296,0.0486,0.1578,24,1.752
"A4","b",0,0.0182,0.03,0.1255,25,1.825
"A4","d",0,0.0167,0.0276,0.1204,26,1.898
"A40","t",1,0.9905,0.9047,0.1421,1,0.07
"A40","m",1,0.9905,0.9043,0.1424,2,0.14
"A40","g",1,0.9891,0.8975,0.1479,3,0.21
"A40","o",1,0.9814,0.8661,0.1719,4,0.28
"A40","a",1,0.9814,0.8658,0.1721,5,0.35
"A40","v",1,0.9748,0.8438,0.1878,6,0.42
"A40","k",1,0.9747,0.8436,0.1879,7,0.49
"A40","x",1,0.9747,0.8436,0.1879,8,0.56
"A40","h",1,0.9747,0.8433,0.1881,9,0.63
"A40","z",1,0.974,0.8413,0.1895,10,0.7
"A40","w",1,0.9662,0.8189,0.2046,11,0.77
"A40","j",1,0.9569,0.7952,0.22,12,0.84
"A40","l",1,0.803,0.5592,0.3515,13,0.91
"A40","e",1,0.7791,0.5331,0.3643,14,0.98
"A40","r",1,0.7781,0.532,0.3649,15,1.05
"A40","q",1,0.7708,0.5243,0.3686,16,1.12
"A40","b",1,0.7522,0.5052,0.3777,17,1.19
"A40","p",1,0.7452,0.4982,0.3811,18,1.26
"A40","n",0,0.2716,0.1477,0.2037,19,1.33
"A40","s",0,0.2628,0.1425,0.2002,20,1.4
"A40","y",0,0.2621,0.1421,0.1999,21,1.47
"A40","u",0,0.2615,0.1417,0.1996,22,1.54
"A40","i",0,0.253,0.1368,0.1961,23,1.609
"A40","f",0,0.2286,0.1227,0.1858,24,1.679
"A40","d",0,0.0582,0.0298,0.0922,25,1.749
"A40","c",0,0.0175,0.0088,0.0503,26,1.819
"A41","v",1,1,1,0.001,1,0.06
"A41","y",1,0.9991,0.9989,0.0094,2,0.119
"A41","t",1,0.9986,0.9983,0.0118,3,0.179
"A41","p",1,0.8781,0.8688,0.152,4,0.238
"A41","r",1,0.8774,0.868,0.1526,5,0.298
"A41","w",1,0.8774,0.868,0.1526,6,0.357
"A41","q",1,0.8773,0.868,0.1526,7,0.417
"A41","n",1,0.8772,0.8679,0.1527,8,0.477
"A41","z",1,0.8772,0.8679,0.1527,9,0.536
"A41","i",1,0.8413,0.8308,0.1804,10,0.596
"A41","j",1,0.7555,0.7432,0.227,11,0.655
"A41","c",1,0.7195,0.7068,0.2357,12,0.715
"A41","f",1,0.6869,0.674,0.2421,13,0.775
"A41","s",0,0.6432,0.6302,0.2488,14,0.834
"A41","l",0,0.642,0.6289,0.2489,15,0.894
"A41","g",0,0.5216,0.5091,0.2564,16,0.953
"A41","u",0,0.5212,0.5088,0.2564,17,1.013
"A41","x",0,0.5207,0.5083,0.2564,18,1.072
"A41","o",0,0.5207,0.5082,0.2564,19,1.132
"A41","m",0,0.4875,0.4754,0.2558,20,1.192
"A41","h",1,0.4789,0.4669,0.2555,21,1.251
"A41","e",0,0.3986,0.3878,0.2491,22,1.311
"A41","a",1,0.3903,0.3797,0.248,23,1.37
"A41","b",0,0.2792,0.2709,0.2267,24,1.43
"A41","k",0,0.1922,0.1861,0.1982,25,1.489
"A41","d",0,0.1555,0.1505,0.182,26,1.549
"A42","y",1,1,0.9997,0.0055,1,0.065
"A42","v",1,0.9996,0.9963,0.0196,2,0.131
"A42","x",1,0.9996,0.9963,0.0196,3,0.196
"A42","o",1,0.9994,0.9949,0.0233,4,0.261
"A42","m",1,0.9584,0.894,0.1284,5,0.327
"A42","w",1,0.9584,0.894,0.1284,6,0.392
"A42","r",1,0.9402,0.863,0.1511,7,0.457
"A42","u",1,0.8978,0.8,0.1933,8,0.523
"A42","k",1,0.8561,0.7454,0.2271,9,0.588
"A42","h",1,0.8504,0.7383,0.2314,10,0.653
"A42","c",1,0.8377,0.7228,0.2406,11,0.719
"A42","i",1,0.8366,0.7215,0.2413,12,0.784
"A42","z",1,0.6644,0.5372,0.2501,13,0.849
"A42","s",1,0.6642,0.5369,0.2501,14,0.914
"A42","l",1,0.6638,0.5366,0.2501,15,0.98
"A42","f",1,0.6503,0.5235,0.2487,16,1.045
"A42","t",1,0.6228,0.4974,0.2459,17,1.11
"A42","q",0,0.5914,0.4682,0.2423,18,1.176
"A42","e",0,0.5411,0.4228,0.2359,19,1.241
"A42","p",1,0.5152,0.4,0.2322,20,1.306
"A42","g",0,0.5032,0.3896,0.2304,21,1.372
"A42","b",1,0.367,0.2758,0.205,22,1.437
"A42","n",0,0.2092,0.1526,0.1611,23,1.502
"A42","j",0,0.205,0.1494,0.1596,24,1.568
"A42","d",0,0.0456,0.0324,0.0779,25,1.633
