Location,Species,Pres,Freq__,Freq_1,SD_Frq1,Rank,Rank_1
TL63      ,S14       ,   0,  0.0001,  0.7401,********,    6,   0.405
TL63      ,S15       ,   0,  0.0001,  0.7401,********,    7,   0.473
TL63      ,S16       ,   0,  0.0001,  0.7401,********,    8,   0.540
TL63      ,S17       ,   0,  0.0001,  0.7401,********,    9,   0.608
TL63      ,S18       ,   0,  0.0001,  0.7401,********,   10,   0.675
TL63      ,S19       ,   0,  0.0001,  0.7401,********,   11,   0.743
TL63      ,S2        ,   0,  0.0001,  0.7401,********,   12,   0.811
TL63      ,S20       ,   0,  0.0001,  0.7401,********,   13,   0.878
TL63      ,S3        ,   0,  0.0001,  0.7401,********,   14,   0.946
TL63      ,S4        ,   0,  0.0001,  0.7401,********,   15,   1.013
TL63      ,S5        ,   0,  0.0001,  0.7401,********,   16,   1.081
TL63      ,S6        ,   0,  0.0001,  0.7401,********,   17,   1.148
TL63      ,S7        ,   0,  0.0001,  0.7401,********,   18,   1.216
TL63      ,S8        ,   0,  0.0001,  0.7401,********,   19,   1.283
TL63      ,S9        ,   0,  0.0001,  0.7401,********,   20,   1.351
TL65      ,S1        ,   0,  0.0017,  0.7401, 40.0092,    1,   0.068
TL65      ,S10       ,   0,  0.0017,  0.7401, 40.0092,    2,   0.135
TL65      ,S11       ,   0,  0.0017,  0.7401, 40.0092,    3,   0.203
TL65      ,S12       ,   0,  0.0017,  0.7401, 40.0092,    4,   0.270
TL65      ,S13       ,   0,  0.0017,  0.7401, 40.0092,    5,   0.338
TL65      ,S14       ,   0,  0.0017,  0.7401, 40.0092,    6,   0.405
TL65      ,S15       ,   0,  0.0017,  0.7401, 40.0092,    7,   0.473
TL65      ,S16       ,   0,  0.0017,  0.7401, 40.0092,    8,   0.540
TL65      ,S17       ,   0,  0.0017,  0.7401, 40.0092,    9,   0.608
TL65      ,S18       ,   0,  0.0017,  0.7401, 40.0092,   10,   0.675
TL65      ,S19       ,   0,  0.0017,  0.7401, 40.0092,   11,   0.743
TL65      ,S2        ,   0,  0.0017,  0.7401, 40.0092,   12,   0.811
TL65      ,S20       ,   0,  0.0017,  0.7401, 40.0092,   13,   0.878
TL65      ,S3        ,   0,  0.0017,  0.7401, 40.0092,   14,   0.946
TL65      ,S4        ,   0,  0.0017,  0.7401, 40.0092,   15,   1.013
TL65      ,S5        ,   0,  0.0017,  0.7401, 40.0092,   16,   1.081
TL65      ,S6        ,   0,  0.0017,  0.7401, 40.0092,   17,   1.148
TL65      ,S7        ,   0,  0.0017,  0.7401, 40.0092,   18,   1.216
TL65      ,S8        ,   0,  0.0017,  0.7401, 40.0092,   19,   1.283
TL65      ,S9        ,   0,  0.0017,  0.7401, 40.0092,   20,   1.351
TL66      ,S1        ,   0,  0.0080,  0.7401,  3.0941,    1,   0.068
TL66      ,S10       ,   0,  0.0080,  0.7401,  3.0941,    2,   0.135
TL66      ,S11       ,   0,  0.0080,  0.7401,  3.0941,    3,   0.203
TL66      ,S12       ,   0,  0.0080,  0.7401,  3.0941,    4,   0.270
TL66      ,S13       ,   0,  0.0080,  0.7401,  3.0941,    5,   0.338
TL66      ,S14       ,   0,  0.0080,  0.7401,  3.0941,    6,   0.405
TL66      ,S15       ,   0,  0.0080,  0.7401,  3.0941,    7,   0.473
TL66      ,S16       ,   0,  0.0080,  0.7401,  3.0941,    8,   0.540
TL66      ,S17       ,   0,  0.0080,  0.7401,  3.0941,    9,   0.608
TL66      ,S18       ,   0,  0.0080,  0.7401,  3.0941,   10,   0.675
TL66      ,S19       ,   0,  0.0080,  0.7401,  3.0941,   11,   0.743
TL66      ,S2        ,   0,  0.0080,  0.7401,  3.0941,   12,   0.811
TL66      ,S20       ,   0,  0.0080,  0.7401,  3.0941,   13,   0.878
TL66      ,S3        ,   0,  0.0080,  0.7401,  3.0941,   14,   0.946
TL66      ,S4        ,   0,  0.0080,  0.7401,  3.0941,   15,   1.013
TL66      ,S5        ,   0,  0.0080,  0.7401,  3.0941,   16,   1.081
TL66      ,S6        ,   0,  0.0080,  0.7401,  3.0941,   17,   1.148
TL66      ,S7        ,   0,  0.0080,  0.7401,  3.0941,   18,   1.216
TL66      ,S8        ,   0,  0.0080,  0.7401,  3.0941,   19,   1.283
TL66      ,S9        ,   0,  0.0080,  0.7401,  3.0941,   20,   1.351
TL70      ,S1        ,   0,  0.3076,  0.7401,  0.1123,    1,   0.068
TL70      ,S10       ,   0,  0.3076,  0.7401,  0.1123,    2,   0.135
TL70      ,S11       ,   0,  0.3076,  0.7401,  0.1123,    3,   0.203
TL70      ,S12       ,   0,  0.3076,  0.7401,  0.1123,    4,   0.270
TL70      ,S13       ,   0,  0.3076,  0.7401,  0.1123,    5,   0.338
TL70      ,S14       ,   0,  0.3076,  0.7401,  0.1123,    6,   0.405
TL70      ,S15       ,   0,  0.3076,  0.7401,  0.1123,    7,   0.473
TL70      ,S16       ,   0,  0.3076,  0.7401,  0.1123,    8,   0.540
TL70      ,S17       ,   0,  0.3076,  0.7401,  0.1123,    9,   0.608
TL70      ,S18       ,   0,  0.3076,  0.7401,  0.1123,   10,   0.675
TL70      ,S19       ,   0,  0.3076,  0.7401,  0.1123,   11,   0.743
TL70      ,S2        ,   0,  0.3076,  0.7401,  0.1123,   12,   0.811
TL70      ,S20       ,   0,  0.3076,  0.7401,  0.1123,   13,   0.878
TL70      ,S3        ,   0,  0.3076,  0.7401,  0.1123,   14,   0.946
TL70      ,S4        ,   0,  0.3076,  0.7401,  0.1123,   15,   1.013
TL70      ,S5        ,   0,  0.3076,  0.7401,  0.1123,   16,   1.081
TL70      ,S6        ,   0,  0.3076,  0.7401,  0.1123,   17,   1.148
TL70      ,S7        ,   0,  0.3076,  0.7401,  0.1123,   18,   1.216
TL70      ,S8        ,   0,  0.3076,  0.7401,  0.1123,   19,   1.283
TL70      ,S9        ,   0,  0.3076,  0.7401,  0.1123,   20,   1.351
TL71      ,S1        ,   0,  0.0249,  0.7399,  0.5009,    1,   0.068
TL71      ,S10       ,   0,  0.0249,  0.7399,  0.5009,    2,   0.135
TL71      ,S11       ,   0,  0.0249,  0.7399,  0.5009,    3,   0.203
TL71      ,S12       ,   0,  0.0249,  0.7399,  0.5009,    4,   0.270
TL71      ,S13       ,   0,  0.0249,  0.7399,  0.5009,    5,   0.338
TL71      ,S14       ,   0,  0.0249,  0.7399,  0.5009,    6,   0.405
TL71      ,S15       ,   0,  0.0249,  0.7399,  0.5009,    7,   0.473
TL71      ,S16       ,   0,  0.0249,  0.7399,  0.5009,    8,   0.541
TL71      ,S17       ,   0,  0.0249,  0.7399,  0.5009,    9,   0.608
TL71      ,S18       ,   0,  0.0249,  0.7399,  0.5009,   10,   0.676
TL71      ,S19       ,   0,  0.0249,  0.7399,  0.5009,   11,   0.743
TL71      ,S2        ,   0,  0.0249,  0.7399,  0.5009,   12,   0.811
TL71      ,S20       ,   0,  0.0249,  0.7399,  0.5009,   13,   0.879
TL71      ,S3        ,   0,  0.0249,  0.7399,  0.5009,   14,   0.946
TL71      ,S4        ,   0,  0.0249,  0.7399,  0.5009,   15,   1.014
TL71      ,S5        ,   0,  0.0249,  0.7399,  0.5009,   16,   1.081
TL71      ,S6        ,   0,  0.0249,  0.7399,  0.5009,   17,   1.149
TL71      ,S7        ,   0,  0.0249,  0.7399,  0.5009,   18,   1.216
TL71      ,S8        ,   0,  0.0249,  0.7399,  0.5009,   19,   1.284
TL71      ,S9        ,   0,  0.0249,  0.7399,  0.5009,   20,   1.352
TL72      ,S1        ,   0,  0.0542,  0.7399,  0.2955,    1,   0.068
TL72      ,S10       ,   0,  0.0542,  0.7399,  0.2955,    2,   0.135
TL72      ,S11       ,   0,  0.0542,  0.7399,  0.2955,    3,   0.203
TL72      ,S12       ,   0,  0.0542,  0.7399,  0.2955,    4,   0.270
TL72      ,S13       ,   0,  0.0542,  0.7399,  0.2955,    5,   0.338
TL72      ,S14       ,   0,  0.0542,  0.7399,  0.2955,    6,   0.406
TL72      ,S15       ,   0,  0.0542,  0.7399,  0.2955,    7,   0.473
TL72      ,S16       ,   0,  0.0542,  0.7399,  0.2955,    8,   0.541
TL72      ,S17       ,   0,  0.0542,  0.7399,  0.2955,    9,   0.608
TL72      ,S18       ,   0,  0.0542,  0.7399,  0.2955,   10,   0.676
TL72      ,S19       ,   0,  0.0542,  0.7399,  0.2955,   11,   0.743
TL72      ,S2        ,   0,  0.0542,  0.7399,  0.2955,   12,   0.811
TL72      ,S20       ,   0,  0.0542,  0.7399,  0.2955,   13,   0.879
TL72      ,S3        ,   0,  0.0542,  0.7399,  0.2955,   14,   0.946
TL72      ,S4        ,   0,  0.0542,  0.7399,  0.2955,   15,   1.014
TL72      ,S5        ,   0,  0.0542,  0.7399,  0.2955,   16,   1.081
TL72      ,S6        ,   0,  0.0542,  0.7399,  0.2955,   17,   1.149
TL72      ,S7        ,   0,  0.0542,  0.7399,  0.2955,   18,   1.217
TL72      ,S8        ,   0,  0.0542,  0.7399,  0.2955,   19,   1.284
TL72      ,S9        ,   0,  0.0542,  0.7399,  0.2955,   20,   1.352
TL73      ,S1        ,   0,  0.0204,  0.7399,  0.6154,    1,   0.068
TL73      ,S10       ,   0,  0.0204,  0.7399,  0.6154,    2,   0.135
TL73      ,S11       ,   0,  0.0204,  0.7399,  0.6154,    3,   0.203
TL73      ,S12       ,   0,  0.0204,  0.7399,  0.6154,    4,   0.270
TL73      ,S13       ,   0,  0.0204,  0.7399,  0.6154,    5,   0.338
TL73      ,S14       ,   0,  0.0204,  0.7399,  0.6154,    6,   0.406
TL73      ,S15       ,   0,  0.0204,  0.7399,  0.6154,    7,   0.473
TL73      ,S16       ,   0,  0.0204,  0.7399,  0.6154,    8,   0.541
TL73      ,S17       ,   0,  0.0204,  0.7399,  0.6154,    9,   0.608
TL73      ,S18       ,   0,  0.0204,  0.7399,  0.6154,   10,   0.676
TL73      ,S19       ,   0,  0.0204,  0.7399,  0.6154,   11,   0.743
TL73      ,S2        ,   0,  0.0204,  0.7399,  0.6154,   12,   0.811
TL73      ,S20       ,   0,  0.0204,  0.7399,  0.6154,   13,   0.879
TL73      ,S3        ,   0,  0.0204,  0.7399,  0.6154,   14,   0.946
TL73      ,S4        ,   0,  0.0204,  0.7399,  0.6154,   15,   1.014
TL73      ,S5        ,   0,  0.0204,  0.7399,  0.6154,   16,   1.081
TL73      ,S6        ,   0,  0.0204,  0.7399,  0.6154,   17,   1.149
TL73      ,S7        ,   0,  0.0204,  0.7399,  0.6154,   18,   1.217
TL73      ,S8        ,   0,  0.0204,  0.7399,  0.6154,   19,   1.284
TL73      ,S9        ,   0,  0.0204,  0.7399,  0.6154,   20,   1.352
TL80      ,S1        ,   0,  0.0886,  0.7399,  0.2282,    1,   0.068
TL80      ,S10       ,   0,  0.0886,  0.7399,  0.2282,    2,   0.135
TL80      ,S11       ,   0,  0.0886,  0.7399,  0.2282,    3,   0.203
TL80      ,S12       ,   0,  0.0886,  0.7399,  0.2282,    4,   0.270
TL80      ,S13       ,   0,  0.0886,  0.7399,  0.2282,    5,   0.338
TL80      ,S14       ,   0,  0.0886,  0.7399,  0.2282,    6,   0.405
TL80      ,S15       ,   0,  0.0886,  0.7399,  0.2282,    7,   0.473
TL80      ,S16       ,   0,  0.0886,  0.7399,  0.2282,    8,   0.541
TL80      ,S17       ,   0,  0.0886,  0.7399,  0.2282,    9,   0.608
TL80      ,S18       ,   0,  0.0886,  0.7399,  0.2282,   10,   0.676
TL80      ,S19       ,   0,  0.0886,  0.7399,  0.2282,   11,   0.743
TL80      ,S2        ,   0,  0.0886,  0.7399,  0.2282,   12,   0.811
TL80      ,S20       ,   0,  0.0886,  0.7399,  0.2282,   13,   0.879
TL80      ,S3        ,   0,  0.0886,  0.7399,  0.2282,   14,   0.946
TL80      ,S4        ,   0,  0.0886,  0.7399,  0.2282,   15,   1.014
TL80      ,S5        ,   0,  0.0886,  0.7399,  0.2282,   16,   1.081
TL80      ,S6        ,   0,  0.0886,  0.7399,  0.2282,   17,   1.149
TL80      ,S7        ,   0,  0.0886,  0.7399,  0.2282,   18,   1.216
TL80      ,S8        ,   0,  0.0886,  0.7399,  0.2282,   19,   1.284
TL80      ,S9        ,   0,  0.0886,  0.7399,  0.2282,   20,   1.352
TL81      ,S1        ,   0,  0.1471,  0.7401,  0.1666,    1,   0.068
TL81      ,S10       ,   0,  0.1471,  0.7401,  0.1666,    2,   0.135
TL81      ,S11       ,   0,  0.1471,  0.7401,  0.1666,    3,   0.203
TL81      ,S12       ,   0,  0.1471,  0.7401,  0.1666,    4,   0.270
TL81      ,S13       ,   0,  0.1471,  0.7401,  0.1666,    5,   0.338
TL81      ,S14       ,   0,  0.1471,  0.7401,  0.1666,    6,   0.405
TL81      ,S15       ,   0,  0.1471,  0.7401,  0.1666,    7,   0.473
TL81      ,S16       ,   0,  0.1471,  0.7401,  0.1666,    8,   0.540
TL81      ,S17       ,   0,  0.1471,  0.7401,  0.1666,    9,   0.608
TL81      ,S18       ,   0,  0.1471,  0.7401,  0.1666,   10,   0.675
TL81      ,S19       ,   0,  0.1471,  0.7401,  0.1666,   11,   0.743
TL81      ,S2        ,   0,  0.1471,  0.7401,  0.1666,   12,   0.811
TL81      ,S20       ,   0,  0.1471,  0.7401,  0.1666,   13,   0.878
TL81      ,S3        ,   0,  0.1471,  0.7401,  0.1666,   14,   0.946
TL81      ,S4        ,   0,  0.1471,  0.7401,  0.1666,   15,   1.013
TL81      ,S5        ,   0,  0.1471,  0.7401,  0.1666,   16,   1.081
TL81      ,S6        ,   0,  0.1471,  0.7401,  0.1666,   17,   1.148
TL81      ,S7        ,   0,  0.1471,  0.7401,  0.1666,   18,   1.216
TL81      ,S8        ,   0,  0.1471,  0.7401,  0.1666,   19,   1.283
TL81      ,S9        ,   0,  0.1471,  0.7401,  0.1666,   20,   1.351
TL82      ,S1        ,   0,  0.0157,  0.7399,  0.7943,    1,   0.068
TL82      ,S10       ,   0,  0.0157,  0.7399,  0.7943,    2,   0.135
TL82      ,S11       ,   0,  0.0157,  0.7399,  0.7943,    3,   0.203
TL82      ,S12       ,   0,  0.0157,  0.7399,  0.7943,    4,   0.270
TL82      ,S13       ,   0,  0.0157,  0.7399,  0.7943,    5,   0.338
TL82      ,S14       ,   0,  0.0157,  0.7399,  0.7943,    6,   0.406
TL82      ,S15       ,   0,  0.0157,  0.7399,  0.7943,    7,   0.473
TL82      ,S16       ,   0,  0.0157,  0.7399,  0.7943,    8,   0.541
TL82      ,S17       ,   0,  0.0157,  0.7399,  0.7943,    9,   0.608
TL82      ,S18       ,   0,  0.0157,  0.7399,  0.7943,   10,   0.676
TL82      ,S19       ,   0,  0.0157,  0.7399,  0.7943,   11,   0.743
TL82      ,S2        ,   0,  0.0157,  0.7399,  0.7943,   12,   0.811
TL82      ,S20       ,   0,  0.0157,  0.7399,  0.7943,   13,   0.879
TL82      ,S3        ,   0,  0.0157,  0.7399,  0.7943,   14,   0.946
TL82      ,S4        ,   0,  0.0157,  0.7399,  0.7943,   15,   1.014
TL82      ,S5        ,   0,  0.0157,  0.7399,  0.7943,   16,   1.081
TL82      ,S6        ,   0,  0.0157,  0.7399,  0.7943,   17,   1.149
TL82      ,S7        ,   0,  0.0157,  0.7399,  0.7943,   18,   1.217
TL82      ,S8        ,   0,  0.0157,  0.7399,  0.7943,   19,   1.284
TL82      ,S9        ,   0,  0.0157,  0.7399,  0.7943,   20,   1.352
TL83      ,S1        ,   0,  0.0230,  0.7399,  0.5587,    1,   0.068
TL83      ,S10       ,   0,  0.0230,  0.7399,  0.5587,    2,   0.135
TL83      ,S11       ,   0,  0.0230,  0.7399,  0.5587,    3,   0.203
TL83      ,S12       ,   0,  0.0230,  0.7399,  0.5587,    4,   0.270
TL83      ,S13       ,   0,  0.0230,  0.7399,  0.5587,    5,   0.338
TL83      ,S14       ,   0,  0.0230,  0.7399,  0.5587,    6,   0.405
TL83      ,S15       ,   0,  0.0230,  0.7399,  0.5587,    7,   0.473
TL83      ,S16       ,   0,  0.0230,  0.7399,  0.5587,    8,   0.541
TL83      ,S17       ,   0,  0.0230,  0.7399,  0.5587,    9,   0.608
TL83      ,S18       ,   0,  0.0230,  0.7399,  0.5587,   10,   0.676
TL83      ,S19       ,   0,  0.0230,  0.7399,  0.5587,   11,   0.743
TL83      ,S2        ,   0,  0.0230,  0.7399,  0.5587,   12,   0.811
TL83      ,S20       ,   0,  0.0230,  0.7399,  0.5587,   13,   0.879
TL83      ,S3        ,   0,  0.0230,  0.7399,  0.5587,   14,   0.946
TL83      ,S4        ,   0,  0.0230,  0.7399,  0.5587,   15,   1.014
TL83      ,S5        ,   0,  0.0230,  0.7399,  0.5587,   16,   1.081
TL83      ,S6        ,   0,  0.0230,  0.7399,  0.5587,   17,   1.149
TL83      ,S7        ,   0,  0.0230,  0.7399,  0.5587,   18,   1.216
TL83      ,S8        ,   0,  0.0230,  0.7399,  0.5587,   19,   1.284
TL83      ,S9        ,   0,  0.0230,  0.7399,  0.5587,   20,   1.352
TL84      ,S1        ,   0,  0.0016,  0.7401, 41.8850,    1,   0.068
TL84      ,S10       ,   0,  0.0016,  0.7401, 41.8850,    2,   0.135
TL84      ,S11       ,   0,  0.0016,  0.7401, 41.8850,    3,   0.203
TL84      ,S12       ,   0,  0.0016,  0.7401, 41.8850,    4,   0.270
TL84      ,S13       ,   0,  0.0016,  0.7401, 41.8850,    5,   0.338
TL84      ,S14       ,   0,  0.0016,  0.7401, 41.8850,    6,   0.405
TL84      ,S15       ,   0,  0.0016,  0.7401, 41.8850,    7,   0.473
TL84      ,S16       ,   0,  0.0016,  0.7401, 41.8850,    8,   0.540
TL84      ,S17       ,   0,  0.0016,  0.7401, 41.8850,    9,   0.608
TL84      ,S18       ,   0,  0.0016,  0.7401, 41.8850,   10,   0.675
TL84      ,S19       ,   0,  0.0016,  0.7401, 41.8850,   11,   0.743
TL84      ,S2        ,   0,  0.0016,  0.7401, 41.8850,   12,   0.811
TL84      ,S20       ,   0,  0.0016,  0.7401, 41.8850,   13,   0.878
TL84      ,S3        ,   0,  0.0016,  0.7401, 41.8850,   14,   0.946
TL84      ,S4        ,   0,  0.0016,  0.7401, 41.8850,   15,   1.013
TL84      ,S5        ,   0,  0.0016,  0.7401, 41.8850,   16,   1.081
TL84      ,S6        ,   0,  0.0016,  0.7401, 41.8850,   17,   1.148
TL84      ,S7        ,   0,  0.0016,  0.7401, 41.8850,   18,   1.216
TL84      ,S8        ,   0,  0.0016,  0.7401, 41.8850,   19,   1.283
TL84      ,S9        ,   0,  0.0016,  0.7401, 41.8850,   20,   1.351
TL86      ,S1        ,   0,  0.0015,  0.7401, 47.2415,    1,   0.068
TL86      ,S10       ,   0,  0.0015,  0.7401, 47.2415,    2,   0.135
TL86      ,S11       ,   0,  0.0015,  0.7401, 47.2415,    3,   0.203
TL86      ,S12       ,   0,  0.0015,  0.7401, 47.2415,    4,   0.270
TL86      ,S13       ,   0,  0.0015,  0.7401, 47.2415,    5,   0.338
TL86      ,S14       ,   0,  0.0015,  0.7401, 47.2415,    6,   0.405
TL86      ,S15       ,   0,  0.0015,  0.7401, 47.2415,    7,   0.473
TL86      ,S16       ,   0,  0.0015,  0.7401, 47.2415,    8,   0.540
TL86      ,S17       ,   0,  0.0015,  0.7401, 47.2415,    9,   0.608
TL86      ,S18       ,   0,  0.0015,  0.7401, 47.2415,   10,   0.675
TL86      ,S19       ,   0,  0.0015,  0.7401, 47.2415,   11,   0.743
TL86      ,S2        ,   0,  0.0015,  0.7401, 47.2415,   12,   0.811
TL86      ,S20       ,   0,  0.0015,  0.7401, 47.2415,   13,   0.878
TL86      ,S3        ,   0,  0.0015,  0.7401, 47.2415,   14,   0.946
TL86      ,S4        ,   0,  0.0015,  0.7401, 47.2415,   15,   1.013
TL86      ,S5        ,   0,  0.0015,  0.7401, 47.2415,   16,   1.081
TL86      ,S6        ,   0,  0.0015,  0.7401, 47.2415,   17,   1.148
TL86      ,S7        ,   0,  0.0015,  0.7401, 47.2415,   18,   1.216
TL86      ,S8        ,   0,  0.0015,  0.7401, 47.2415,   19,   1.283
TL86      ,S9        ,   0,  0.0015,  0.7401, 47.2415,   20,   1.351
TL90      ,S1        ,   0,  0.2026,  0.7401,  0.1387,    1,   0.068
TL90      ,S10       ,   0,  0.2026,  0.7401,  0.1387,    2,   0.135
TL90      ,S11       ,   0,  0.2026,  0.7401,  0.1387,    3,   0.203
TL90      ,S12       ,   0,  0.2026,  0.7401,  0.1387,    4,   0.270
TL90      ,S13       ,   0,  0.2026,  0.7401,  0.1387,    5,   0.338
TL90      ,S14       ,   0,  0.2026,  0.7401,  0.1387,    6,   0.405
TL90      ,S15       ,   0,  0.2026,  0.7401,  0.1387,    7,   0.473
TL90      ,S16       ,   0,  0.2026,  0.7401,  0.1387,    8,   0.540
TL90      ,S17       ,   0,  0.2026,  0.7401,  0.1387,    9,   0.608
TL90      ,S18       ,   0,  0.2026,  0.7401,  0.1387,   10,   0.675
TL90      ,S19       ,   0,  0.2026,  0.7401,  0.1387,   11,   0.743
TL90      ,S2        ,   0,  0.2026,  0.7401,  0.1387,   12,   0.811
TL90      ,S20       ,   0,  0.2026,  0.7401,  0.1387,   13,   0.878
TL90      ,S3        ,   0,  0.2026,  0.7401,  0.1387,   14,   0.946
TL90      ,S4        ,   0,  0.2026,  0.7401,  0.1387,   15,   1.013
TL90      ,S5        ,   0,  0.2026,  0.7401,  0.1387,   16,   1.081
TL90      ,S6        ,   0,  0.2026,  0.7401,  0.1387,   17,   1.148
TL90      ,S7        ,   0,  0.2026,  0.7401,  0.1387,   18,   1.216
TL90      ,S8        ,   0,  0.2026,  0.7401,  0.1387,   19,   1.283
TL90      ,S9        ,   0,  0.2026,  0.7401,  0.1387,   20,   1.351
TL91      ,S1        ,   0,  0.0649,  0.7399,  0.2775,    1,   0.068
TL91      ,S10       ,   0,  0.0649,  0.7399,  0.2775,    2,   0.135
TL91      ,S11       ,   0,  0.0649,  0.7399,  0.2775,    3,   0.203
TL91      ,S12       ,   0,  0.0649,  0.7399,  0.2775,    4,   0.270
TL91      ,S13       ,   0,  0.0649,  0.7399,  0.2775,    5,   0.338
TL91      ,S14       ,   0,  0.0649,  0.7399,  0.2775,    6,   0.406
TL91      ,S15       ,   0,  0.0649,  0.7399,  0.2775,    7,   0.473
TL91      ,S16       ,   0,  0.0649,  0.7399,  0.2775,    8,   0.541
TL91      ,S17       ,   0,  0.0649,  0.7399,  0.2775,    9,   0.608
TL91      ,S18       ,   0,  0.0649,  0.7399,  0.2775,   10,   0.676
TL91      ,S19       ,   0,  0.0649,  0.7399,  0.2775,   11,   0.743
TL91      ,S2        ,   0,  0.0649,  0.7399,  0.2775,   12,   0.811
TL91      ,S20       ,   0,  0.0649,  0.7399,  0.2775,   13,   0.879
TL91      ,S3        ,   0,  0.0649,  0.7399,  0.2775,   14,   0.946
TL91      ,S4        ,   0,  0.0649,  0.7399,  0.2775,   15,   1.014
TL91      ,S5        ,   0,  0.0649,  0.7399,  0.2775,   16,   1.081
TL91      ,S6        ,   0,  0.0649,  0.7399,  0.2775,   17,   1.149
TL91      ,S7        ,   0,  0.0649,  0.7399,  0.2775,   18,   1.217
TL91      ,S8        ,   0,  0.0649,  0.7399,  0.2775,   19,   1.284
TL91      ,S9        ,   0,  0.0649,  0.7399,  0.2775,   20,   1.352
TL92      ,S1        ,   0,  0.2064,  0.7401,  0.1419,    1,   0.068
TL92      ,S10       ,   0,  0.2064,  0.7401,  0.1419,    2,   0.135
TL92      ,S11       ,   0,  0.2064,  0.7401,  0.1419,    3,   0.203
TL92      ,S12       ,   0,  0.2064,  0.7401,  0.1419,    4,   0.270
TL92      ,S13       ,   0,  0.2064,  0.7401,  0.1419,    5,   0.338
TL92      ,S14       ,   0,  0.2064,  0.7401,  0.1419,    6,   0.405
TL92      ,S15       ,   0,  0.2064,  0.7401,  0.1419,    7,   0.473
TL92      ,S16       ,   0,  0.2064,  0.7401,  0.1419,    8,   0.540
TL92      ,S17       ,   0,  0.2064,  0.7401,  0.1419,    9,   0.608
TL92      ,S18       ,   0,  0.2064,  0.7401,  0.1419,   10,   0.675
TL92      ,S19       ,   0,  0.2064,  0.7401,  0.1419,   11,   0.743
TL92      ,S2        ,   0,  0.2064,  0.7401,  0.1419,   12,   0.811
TL92      ,S20       ,   0,  0.2064,  0.7401,  0.1419,   13,   0.878
TL92      ,S3        ,   0,  0.2064,  0.7401,  0.1419,   14,   0.946
TL92      ,S4        ,   0,  0.2064,  0.7401,  0.1419,   15,   1.013
TL92      ,S5        ,   0,  0.2064,  0.7401,  0.1419,   16,   1.081
TL92      ,S6        ,   0,  0.2064,  0.7401,  0.1419,   17,   1.148
TL92      ,S7        ,   0,  0.2064,  0.7401,  0.1419,   18,   1.216
TL92      ,S8        ,   0,  0.2064,  0.7401,  0.1419,   19,   1.283
TL92      ,S9        ,   0,  0.2064,  0.7401,  0.1419,   20,   1.351
TL93      ,S1        ,   0,  0.0289,  0.7399,  0.4564,    1,   0.068
TL93      ,S10       ,   0,  0.0289,  0.7399,  0.4564,    2,   0.135
TL93      ,S11       ,   0,  0.0289,  0.7399,  0.4564,    3,   0.203
TL93      ,S12       ,   0,  0.0289,  0.7399,  0.4564,    4,   0.270
TL93      ,S13       ,   0,  0.0289,  0.7399,  0.4564,    5,   0.338
TL93      ,S14       ,   0,  0.0289,  0.7399,  0.4564,    6,   0.406
TL93      ,S15       ,   0,  0.0289,  0.7399,  0.4564,    7,   0.473
TL93      ,S16       ,   0,  0.0289,  0.7399,  0.4564,    8,   0.541
TL93      ,S17       ,   0,  0.0289,  0.7399,  0.4564,    9,   0.608
TL93      ,S18       ,   0,  0.0289,  0.7399,  0.4564,   10,   0.676
TL93      ,S19       ,   0,  0.0289,  0.7399,  0.4564,   11,   0.743
TL93      ,S2        ,   0,  0.0289,  0.7399,  0.4564,   12,   0.811
TL93      ,S20       ,   0,  0.0289,  0.7399,  0.4564,   13,   0.879
TL93      ,S3        ,   0,  0.0289,  0.7399,  0.4564,   14,   0.946
TL93      ,S4        ,   0,  0.0289,  0.7399,  0.4564,   15,   1.014
TL93      ,S5        ,   0,  0.0289,  0.7399,  0.4564,   16,   1.081
TL93      ,S6        ,   0,  0.0289,  0.7399,  0.4564,   17,   1.149
TL93      ,S7        ,   0,  0.0289,  0.7399,  0.4564,   18,   1.217
TL93      ,S8        ,   0,  0.0289,  0.7399,  0.4564,   19,   1.284
TL93      ,S9        ,   0,  0.0289,  0.7399,  0.4564,   20,   1.352
TL96      ,S1        ,   0,  0.0012,  0.7401, 84.3167,    1,   0.068
TL96      ,S10       ,   0,  0.0012,  0.7401, 84.3167,    2,   0.135
TL96      ,S11       ,   0,  0.0012,  0.7401, 84.3167,    3,   0.203
TL96      ,S12       ,   0,  0.0012,  0.7401, 84.3167,    4,   0.270
TL96      ,S13       ,   0,  0.0012,  0.7401, 84.3167,    5,   0.338
TL96      ,S14       ,   0,  0.0012,  0.7401, 84.3167,    6,   0.405
TL96      ,S15       ,   0,  0.0012,  0.7401, 84.3167,    7,   0.473
TL96      ,S16       ,   0,  0.0012,  0.7401, 84.3167,    8,   0.540
TL96      ,S17       ,   0,  0.0012,  0.7401, 84.3167,    9,   0.608
TL96      ,S18       ,   0,  0.0012,  0.7401, 84.3167,   10,   0.675
TL96      ,S19       ,   0,  0.0012,  0.7401, 84.3167,   11,   0.743
TL96      ,S2        ,   0,  0.0012,  0.7401, 84.3167,   12,   0.811
TL96      ,S20       ,   0,  0.0012,  0.7401, 84.3167,   13,   0.878
TL96      ,S3        ,   0,  0.0012,  0.7401, 84.3167,   14,   0.946
TL96      ,S4        ,   0,  0.0012,  0.7401, 84.3167,   15,   1.013
